slug;typeCommunecter;tags;url;shortDescription;image;description;__recordKey__;email;address;geo;@type;name;geo_latitude;geo_longitude;geometrie;url_communecter;address_addresslocality;address_codeinsee;address_postalcode;address_streetaddress
fablabLille1;LocalBusiness;"En fonctionnement;Fablab;Moins de 60m2;TiersLieux";"{""website"": ""http://www.fablablille.fr"", ""communecter"": ""https://www.communecter.org/#@fablabLille1"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656340bb4e913e0e4c63""}";"""Capacité d'accueil de 15 m2 peut recevoir jusqu'à 15 personnes";;"http://www.fablablille.fr""";5d41656340bb4e913e0e4c63;info@fablablille.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""ROUBAIX"", ""streetAddress"": ""139 rue des Arts"", ""postalCode"": ""59100"", ""codeInsee"": ""59512"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.688772"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.164547""}";Organization;fablab Lille;50.688772;3.164547;50.688772,3.164547;https://www.communecter.org/#@fablabLille1;ROUBAIX;59512;59100;139 rue des Arts
maisonDesAssociations4;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://mda-tourcoing.fr/index.php"", ""communecter"": ""https://www.communecter.org/#@maisonDesAssociations4"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656540bb4e913e0e4c9d""}";"""";;"http://mda-tourcoing.fr/index.php""";5d41656540bb4e913e0e4c9d;contact@mda-tourcoing.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""TOURCOING"", ""streetAddress"": ""100 Rue de Lille"", ""postalCode"": ""59200"", ""codeInsee"": ""59599"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.723213"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.152112""}";Organization;Maison des associations;50.723213;3.152112;50.723213,3.152112;https://www.communecter.org/#@maisonDesAssociations4;TOURCOING;59599;59200;100 Rue de Lille
centreSocialDannappes;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://centresocial-centreville.com/3_batiments_085.htm"", ""communecter"": ""https://www.communecter.org/#@centreSocialDannappes"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656540bb4e913e0e4ca2""}";Centre Social Centre Ville;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/94882e1df8b6d184f3acdef1c3f66eab;;5d41656540bb4e913e0e4ca2;csannapes@nordnet.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""VILLENEUVE D ASCQ"", ""streetAddress"": ""2 Rue des Genets"", ""postalCode"": ""59650"", ""codeInsee"": ""59009"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.620686"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.148674""}";Organization;Centre social d'Annappes;50.620686;3.148674;50.620686,3.148674;https://www.communecter.org/#@centreSocialDannappes;VILLENEUVE D ASCQ;59009;59650;2 Rue des Genets
mjcDeWasquehal;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""https://www.mjcwasquehal.fr/"", ""communecter"": ""https://www.communecter.org/#@mjcDeWasquehal"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656540bb4e913e0e4cac""}";Une structure au service de la Jeunesse et de la population.;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/884ed491117200631b1ac7292113e8e9;;5d41656540bb4e913e0e4cac;contact@mjcwasquehal.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""WASQUEHAL"", ""streetAddress"": ""68 Rue DeleRue"", ""postalCode"": ""59290"", ""codeInsee"": ""59646"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.666829"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.127446""}";Organization;MJC de Wasquehal;50.666829;3.127446;50.666829,3.127446;https://www.communecter.org/#@mjcDeWasquehal;WASQUEHAL;59646;59290;68 Rue DeleRue
actifJeune;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.ville-wattrelos.fr/Sport-culture-loisirs/Associations-culturelles-de-loisirs-etc/Education-et-citoyennete/ACTI-JEUNES"", ""communecter"": ""https://www.communecter.org/#@actifJeune"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656640bb4e913e0e4cc0""}";;;;5d41656640bb4e913e0e4cc0;odj-pij@wanadoo.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""WATTRELOS"", ""streetAddress"": ""Place Albert Thomas"", ""postalCode"": ""59150"", ""codeInsee"": ""59650"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.710001"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.206575""}";Organization;Actif jeune;50.710001;3.206575;50.710001,3.206575;https://www.communecter.org/#@actifJeune;WATTRELOS;59650;59150;Place Albert Thomas
champsLibreTourcoing;GovernmentOrganization;"Coworking;Domiciliation;Espace détente;Public;En fonctionnement;Entre 60 et 200m2;TiersLieux";"{""website"": ""https://semvr.fr/projet/champ-libre/"", ""communecter"": ""https://www.communecter.org/#@champsLibreTourcoing"", ""api"": ""https://www.communecter.org/api/organization/get/id/5dc1bd53690864f1758b460b""}";;;Réhabilitation d’une friche industrielle de 8 400 m2 en hôtel d’entreprises. Cet ancien bâtiment de stockage de laine du Peignage de la Tossée accueille désormais les rédactions Roubaix – Tourcoing de la Voix du Nord – Nord Eclair, l’entreprise Agence Services ou encore la Maison de l’Union.;5dc1bd53690864f1758b460b;;"{""addressCountry"": ""FR"", ""addressLocality"": ""TOURCOING"", ""streetAddress"": ""65 rue de l’Union"", ""postalCode"": ""59200"", ""codeInsee"": ""undefined"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.709235"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.171781""}";Organization;Champs Libre Tourcoing;50.709235;3.171781;50.709235,3.171781;https://www.communecter.org/#@champsLibreTourcoing;TOURCOING;undefined;59200;65 rue de l’Union
laBobine2;GovernmentOrganization;"Accompagnement de projets;Coworking;Espace détente;Public;En démarrage;Plus de 200m2;TiersLieux";"{""website"": ""https://www.roubaixtourisme.com/la-bobine/"", ""communecter"": ""https://www.communecter.org/#@laBobine2"", ""api"": ""https://www.communecter.org/api/organization/get/id/5dc1d6f869086405078b45dc""}";PLUS QU’UN SIMPLE OFFICE DU TOURISME, UN TIERS LIEU TOURISTIQUE;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/18b7293857623a438b3d8882ee91766c;"PLUS QU’UN SIMPLE OFFICE DU TOURISME, UN TIERS LIEU TOURISTIQUE

La Bobine Roubaix Tourisme : inaugurée en décembre 2017, La Bobine est un tiers lieu touristique d’un nouveau genre, imaginé par Roubaix Tourisme pour répondre aux nouveaux comportements touristiques.
En plus des traditionnels informations et conseils touristiques, les visiteurs peuvent se connecter, recharger leur batterie, emprunter des trottinettes gratuitement, faire une pause-café sur le canapé ou la terrasse plein sud, dénicher un souvenir dans une boutique orientée « circuit court » avec des objets produits localement...

Et fin 2019, le projet Bobine va prendre de l’ampleur, avec le déménagement dans l’immeuble voisin du numéro 5, magnifique lieu patrimonial d’une superficie totale de 1 000m2. Cette surface conséquente permettra au tiers lieu de prendre toute sa dimension, avec en plus de l’accueil touristique :
> un espace restauration avec Candy de L'Effet Gourmet
> un lieu accueillant des expositions
> un espace de coworking de 400m2
> et un concept store porté par Le Grand bassin autour des thématiques Arty/Street Art, Zéro Déchet, Gastronomie/Bière et Cyclisme …

Adresse : 7 rue du Chemin de Fer à Roubaix";5dc1d6f869086405078b45dc;contact@roubaixtourisme.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""ROUBAIX"", ""streetAddress"": ""7 rue du Chemin de Fer"", ""postalCode"": ""59100"", ""codeInsee"": ""undefined"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.694149"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.166347""}";Organization;la bobine;50.694149;3.166347;50.694149,3.166347;https://www.communecter.org/#@laBobine2;ROUBAIX;undefined;59100;7 rue du Chemin de Fer
worldDesignCapitalLivingLab;NGO;"Atelier;Coworking;Espace à louer;Association;En fonctionnement;Plus de 200m2;TiersLieux";"{""website"": ""https://www.lillemetropoleworlddesigncapital2020.com/"", ""communecter"": ""https://www.communecter.org/#@worldDesignCapitalLivingLab"", ""api"": ""https://www.communecter.org/api/organization/get/id/5dc1f020690864832f8b4590""}";Lille Métropole 2020, Capitale Mondiale du Design,un projet d’intégration du design au territoire.Le Living Lab est ouvert !;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/2e46100413236c10c8a46dbfb2082b23;"Lille Métropole 2020,
Capitale Mondiale du Design,
un projet d’intégration du design
au territoire.
Le Living Lab est accessible !";5dc1f020690864832f8b4590;;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""10 rue des Poissonceaux"", ""postalCode"": ""59000"", ""codeInsee"": ""undefined"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.637732"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.060292""}";Organization;World Design Capital - Living Lab;50.637732;3.060292;50.637732,3.060292;https://www.communecter.org/#@worldDesignCapitalLivingLab;LILLE;undefined;59000;10 rue des Poissonceaux
lePolder;LocalBusiness;"Economie sociale et solidaire;Culture;démocratie;café citoyen;Bio;Restauration;Local;TiersLieux;Bar;Restaurant;Salle de réunion";"{""website"": ""https://www.facebook.com/lepolder/"", ""communecter"": ""https://www.communecter.org/#@lePolder"", ""api"": ""https://www.communecter.org/api/organization/get/id/56d957fcdd0452666e32dbe1""}";Ouvert depuis décembre 2015, La coopérative Le Polder, est un lieu convivial et accueillant, de détente et de travail.;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/25f1fd73cf2a7d01f7341d8267ca4790;"L'organisation régulière des débats publics et des rencontres permet au Polder d'être aussi un espace public de réflexions, de propositions, de débats, sur des questions économiques, sociales, environnementales et culturelles. 

Nous souhaitons ainsi interpeller et sensibiliser un très large public et ainsi permettre à chacun de se doter des outils et des connaissances nécessaires pour se forger sa propre opinion. 

Parce que nous avons la certitude que l'on pense mieux à plusieurs que seul dans son coin, nous organisons collectivement des rencontres et des initiatives. Celles-ci sont ou mettent en avant des expériences solidaires existant à travers la région, la France et à l'étranger, afin de favoriser leur reproduction sur un quartier, la ville ou la métropole. Le Polder est aussi un lieu d'accompagnement et de développement de toutes les initiatives, un relais de proximité pour quiconque souhaite s'investir dans le faire-autrement.

Le Polder offre aussi la possibilité à des associations, des collectifs d'artistes et des entrepreneurs sociaux de louer des espaces de bureaux mutualisés, dans le même bâtiment que le café. Cela permet d'instaurer une dynamique créative autour du lieu, et ainsi de voir émerger des projets, fruits de la rencontre de ces différentes personnes.";56d957fcdd0452666e32dbe1;cooperativelepolder@gmail.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""HELLEMMES LILLE"", ""streetAddress"": ""250 rue Salengro"", ""postalCode"": ""59260"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": 50.62556311381, ""@type"": ""GeoCoordinates"", ""longitude"": 3.1138515472412}";Organization;Le Polder;50.62556311381;3.1138515472412;50.6255631138,3.11385154724;https://www.communecter.org/#@lePolder;HELLEMMES LILLE;59350;59260;250 rue Salengro
monsfabrica;Group;"Nord;TiersLieux;MEL;Coworking;Formation;Accompagnement de projet;En fonctionnement;Association;Catalyst;Télétravail;FabLab";"{""website"": ""https://www.facebook.com/MonsFabrica"", ""communecter"": ""https://www.communecter.org/#@monsfabrica"", ""api"": ""https://www.communecter.org/api/organization/get/id/57220ed240bb4e55389673ef""}";<p>MonsFabrica est un projet de tiers-lieu à Mons-en-Baroeul.<br> #Coworking #Entrepreneuriat #Innovation Sociale #trocs de savoirs<br></p>;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/e43482a4191a87f3b33904da754c5453;"MonsFabrica a l'objectif de devenir bien plus qu’un espace de coworking : un lieu d'intelligence collective et de développement collaboratif au service de tous, ambitionnant d’être le creuset de l’innovation sur ce territoire au service de ses habitants et de tous ceux qui veulent transformer la ville.

MonsFabrica est un projet de tiers-lieu à Mons-en-Barœul, en partenariat avec la Ville.  

Ce projet - citoyen et participatif - a besoin de vous pour exister et surtout pour... répondre à vos envies et besoins ! En effet, à ce stade du projet, tout est encore possible et imaginable. Un seul mot d'ordre : ""Rêver tout haut !"" et créer ensemble un tiers-lieu ouvert et singulier.  

Quelques éléments :  

• Date d'ouverture envisagée : 1er trimestre 2016  

• Lieu envisagé : avenue Robert Schuman à Mons-en-Baroeul (face à la Poste)  

• Services prioritaires envisagés :  
+espace de coworking  
+événementiel et conférences  
+espace de formation au numérique  
+soutien à la création d'entreprises  
+incubateur d'entreprises sociales.";57220ed240bb4e55389673ef;monsfabrica@gmail.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""MONS EN BAROEUL"", ""streetAddress"": ""68 AVENUE MARC SANGNIER"", ""postalCode"": ""59370"", ""codeInsee"": ""59410"", ""@type"": ""PostalAddress""}";"{""latitude"": 50.644115, ""@type"": ""GeoCoordinates"", ""longitude"": 3.1111357}";Organization;MonsFabrica;50.644115;3.1111357;50.644115,3.1111357;https://www.communecter.org/#@monsfabrica;MONS EN BAROEUL;59410;59370;68 AVENUE MARC SANGNIER
cafePbbParticipatifDesBoisblancs;NGO;TiersLieux;"{""website"": ""https://www.facebook.com/cafepbb"", ""communecter"": ""https://www.communecter.org/#@cafePbbParticipatifDesBoisblancs"", ""api"": ""https://www.communecter.org/api/organization/get/id/59561d5840bb4ebc657b23d9""}";Un Tiers-lieu autour d'un café-cantine sur un site atypique (maison de maître de 600m² dans un parc privatif de 4000m²).;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/1d4592453fb126dd31a756b26c1cca73;;59561d5840bb4ebc657b23d9;cafepbb@gmail.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""121 quai de l'Ouest"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.627344"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.020218""}";Organization;Café PBB (Participatif des Bois-Blancs);50.627344;3.020218;50.627344,3.020218;https://www.communecter.org/#@cafePbbParticipatifDesBoisblancs;LILLE;59350;59000;121 quai de l'Ouest
laMaisonInspiree;NGO;"L'école inspirée;intergenerationnel;favoriser l'économie circulaire et gérer les ressources naturelles de façon durable;Sensibilisation - Education à l'environnement;éducation et recherche;eco ecole;Atelier;Coworking;Espace à louer;Fablab;Médiation numérique;Salle de réunion;Télétravail;Atelier participatif;Cuisine;Domiciliation;Espace détente;Jardin;Association;En fonctionnement;Plus de 200m2;TiersLieux";"{""website"": ""https://www.facebook.com/lamaisoninspiree/"", ""communecter"": ""https://www.communecter.org/#@laMaisonInspiree"", ""api"": ""https://www.communecter.org/api/organization/get/id/5e45671d690864ba188b482b""}";Ici, l'enfant a la même place que l'adulte.Nos valeurs incarnées:  Environnement, Éducation, Économie Circulaire, Démocratie participative..;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/99160355541f6d34e5840285932d79d3;"Bienvenue à la Maison inspirée

Inspirée d’une multitude de rencontres, de savoirs partagés, d’expériences, d’envies, de rêves, de la vie… La Maison inspirée a ouvert ses portes en Octobre 2019 à la Chapelle d’Armentières !
Présentation

La Maison accueille les enfants et adolescents de cinq à dix-neuf ans au sein d’un collectif qui laisse place au choix de chacun dans ses apprentissages. Chaque individu évolue dans un milieu multi-âge réunissant enfants, adolescents et adultes de l’équipe référente, dans lequel les transmissions de savoirs se font spontanément et sans barrières liées à l’âge. 
Cela parce que nous partons de l’idée que c’est seulement lorsque les apprentissages sont le fruit d’une motivation inhérente à l’individu qu’ils s’acquièrent avec le plus d’aisance, qu’ils sont les plus bénéfiques, et, surtout, qu’ils sont les plus épanouissants, pour aujourd’hui comme pour demain. C’est pourquoi chacun a la liberté d’aller ce vers quoi ses intérêts du moment le mènent afin d’en tirer ce dont il a besoin à ce moment. 
Cette liberté, dans ses relations, familiarise l’enfant avec les notions de prise de responsabilité et de coopération, tout en étant vectrice de nombreux apprentissages informels. Ceux-ci se font au sein d’un environnement qui a à cœur de laisser une place prépondérante à l’exercice de l’autonomie de chacun.

Ce qui fait la particularité de la Maison inspirée, c’est sans doute la dimension qu’elle donne au contact de l’enfant (et de l’humain en général) avec la nature. Par contact avec la nature, nous désignons la possibilité de l’enfant d’accéder librement au plein air, dans des espaces de verdure, et dans la mesure du possible au contact d’animaux (poules, chèvres, chevaux, et autres animaux ).
Le souhait de la structure est donc de répondre à ces besoins fondamentaux de liberté et d’autonomie en prenant en compte les besoins spécifiques à tout enfant. 
L’environnement de la Maison, en favorisant la prise en compte des différents modes d’expressions et des personnalités, permet de répondre aux besoins propres à chaque enfant.

Au sein de la maison, les adultes apprennent tout autant à respecter le rythme, les besoins et les envies de chacun. Ils sont force de proposition au même titre que les enfants, et ont, par là même, le droit de décliner une activité s’ils ne se sentent pas disponible. 
Ces notions permettent à tous d’apprendre à respecter les besoins, les envies et les limites de chacun, à commencer par les siens. 
La Maison inspirée est aussi un lieu où s’apprend la gestion des conflits, dans lesquels les adultes n’interviennent que lorsque la situation peut mettre l’enfant en danger. La grande différence entre l’adulte et l’enfant se situe ici en terme de devoir : l’adulte a le devoir de veiller à la sécurité affective, physique et morale de chaque enfant.

Fonctionnement:
Une gestion de l’établissement basée sur deux postulats :
Une autorité horizontale pour une véritable égalité des droits entre les enfants et les adultes.
Tous les membres de la Maison, jeunes et adultes, peuvent se prononcer sur la gouvernance de celle-ci. D’où sa nature de démocratie participative. Pour cela, un conseil est organisé chaque semaine, et dans lequel il sera discuté des demandes et propositions concernant : la vie de la maison, les modification à apporter à la Convention ( les règles de la maison ), la gestion des conflits. 
Chacun dispose alors d’une voix lui servant à s’exprimer au sein du groupe sur les décisions qu’il souhaite voir prises dans la Maison.
Chacun porte la responsabilité des choix et des actions qu’il fait et des conséquences qui en découlent.
C’est dans la visée d’un bien-être commun aux membres du collectif et conjointement à cet esprit d’égalité entre les générations qu’une Convention est élaborée. Elle est composée de l’ensemble des points sur lesquels s’accorde le groupe quant aux comportements à adopter au sein de la Maison, et des mesures à prendre s’ils ne sont pas suivis.
La Maison, et vous !

Le lieu accueille aussi régulièrement des intervenants extérieurs désirants transmettre leurs savoirs, compétences et passions. 

Aujourd'hui nous souhaitons avant tout que chaque personne qui entre dans la maison, se sente chez lui et prenne part à la vie de celle-ci, que la Maison Inspirée soit la maison de tous. 

Alors, à bientôt pour se rencontrer !
Raphaelle, Mehdi, Caroline, Sabrina et Julie";5e45671d690864ba188b482b;contact@lecoleinspiree.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LA CHAPELLE D ARMENTIERES"", ""streetAddress"": ""1996 route nationale"", ""postalCode"": ""59930"", ""codeInsee"": ""undefined"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.67062600"", ""@type"": ""GeoCoordinates"", ""longitude"": ""2.90269100""}";Organization;La Maison Inspirée;50.67062600;2.90269100;50.670626,2.902691;https://www.communecter.org/#@laMaisonInspiree;LA CHAPELLE D ARMENTIERES;undefined;59930;1996 route nationale
