name,supporting_structure_name,description,type,status,legal_entity_type,siret,address_raw,address_housenumber,address_street,address_postcode,address_citycode,address_city,address_departement_code,address_departement_name,address_region_name,latitude,longitude,is_itinerant,itinerant_details,is_online,contact_phone_raw,contact_phone,contact_phone_details,contact_email,contact_website_url,contact_facebook_url,contact_twitter_url,contact_youtube_url,opening_hours_raw,opening_hours_osm_format,opening_hours_details,target_audience_raw,target_audience,support_access_raw,support_access,support_mode_raw,support_mode,is_free,price_details,payment_methods,labels_raw,labels,aide_mapped,francilin_id,lieu_nom,contact_nom,adresse,code_postal,commune,horaires,telephone,e_mail,site_web,aide,accessibilite,label,SIRET,thematique_principale,services,source,id_source
Espace Multimédia Olympe de Gouges,,,,,,,7 avenue Maurice Benhamou 93140 Bondy,7,Avenue Maurice Benhamou,93140,93010,Bondy,93,Seine-Saint-Denis,Île-de-France,48.911983,2.483752,,,,0148503738,0148503738,,,http://www.ville-bondy.fr/fileadmin/user_upload/culture/espace-multimedia/planningBondyMultimedia.pdf,,,,Mo-Fr 18:30-21:00; We off; Sa 14:00-20:00,Mo-Fr 18:30-21:00; We off; Sa 14:00-20:00,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",32,Espace Multimédia Olympe de Gouges,,7 avenue Maurice Benhamou,93140,Bondy,Mo-Fr 18:30-21:00; We off; Sa 14:00-20:00,0148503738,,http://www.ville-bondy.fr/fileadmin/user_upload/culture/espace-multimedia/planningBondyMultimedia.pdf,"1,2",,,,3,"333,335,401,402,403,404,405,406,407",CD93,36
Maison Pour Tous Complexe Jean-Claude Bouttier,,,,,,,Avenue du Maréchal Joffre 93140 Gournay-sur-Marne,,Avenue du Maréchal Joffre,93460,93033,Gournay-sur-Marne,93,Seine-Saint-Denis,Île-de-France,48.864572,2.575605,,,,0145928184,0145928184,,maisonpourtous@gournay-sur-marne.fr,http://www.ville-gournay-sur-marne.fr/fr/actualite/117913/la-maison-tous-ouvre-portes,,,,"Mo-Fr 09:00-12:00,14:00-19:00; Sa 14:00-19:00","Mo-Fr 09:00-12:00,14:00-19:00; Sa 14:00-19:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",33,Maison Pour Tous Complexe Jean-Claude Bouttier,Jérome Pédronono,Avenue du Maréchal Joffre,93140,Gournay-sur-Marne,"Mo-Fr 09:00-12:00,14:00-19:00; Sa 14:00-19:00",0145928184,maisonpourtous@gournay-sur-marne.fr,http://www.ville-gournay-sur-marne.fr/fr/actualite/117913/la-maison-tous-ouvre-portes,"1,2,3",,,,3,"333,401,402,404,405,407,203,204,205,206,209",CD93,60
Mission Locale Bondy,,,,,,,29 bis rue Jules Guesde 93140 Bondy,29 bis,Rue Jules Guesde,93140,93010,Bondy,93,Seine-Saint-Denis,Île-de-France,48.903958,2.47683,,,,0148494005,0148494005,,http://www.ville-bondy.fr/sportjeunesse/la-mission-locale/,http://www.ville-bondy.fr/sportjeunesse/la-mission-locale/,,,,Mo-Th 09:00-18:00; Fr 09:00-17:00,Mo-Th 09:00-18:00; Fr 09:00-17:00,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",34,Mission Locale Bondy,Sofia Hariche,29 bis rue Jules Guesde,93140,Bondy,Mo-Th 09:00-18:00; Fr 09:00-17:00,0148494005,http://www.ville-bondy.fr/sportjeunesse/la-mission-locale/,http://www.ville-bondy.fr/sportjeunesse/la-mission-locale/,"1,2",,,,1,"110,111,112,113,114,115",CD93,148
Bij - Bureau Information Jeunesse (Direction Jeunesse),,,,,,,76 rue Victor Hugo 93150 Blanc-Mesnil,76,Rue Victor Hugo,93150,93007,Le Blanc-Mesnil,93,Seine-Saint-Denis,Île-de-France,48.941761,2.457313,,,,0148652166,0148652166,,informationjeunesse@blancmesnil.fr,https://www.blancmesnil.fr/vos-services/famille-et-education/jeunesse/point-information-jeunesse,,,,"Mo-Fr 14:00-17:30; We 09:30-12:00,14:00-17:30","Mo-Fr 14:00-17:30; We 09:30-12:00,14:00-17:30",,,,,,,,,,,,,La recherche d'un emploi,35,Bij - Bureau Information Jeunesse (Direction Jeunesse),,76 rue Victor Hugo,93150,Blanc-Mesnil,"Mo-Fr 14:00-17:30; We 09:30-12:00,14:00-17:30",0148652166,informationjeunesse@blancmesnil.fr,https://www.blancmesnil.fr/vos-services/famille-et-education/jeunesse/point-information-jeunesse,1,,,,1,114,CD93,30
Centre Social Chemin Notre-Dame,,,,,,,26 Mail Jeanne Fontaine 93150 Blanc-Mesnil,,Mail Jeanne Fontaine,93150,93007,Le Blanc-Mesnil,93,Seine-Saint-Denis,Île-de-France,48.953149,2.443901,,,,0149477079,0149477079,,roch.mafouta@blancmesnil.ifac.asso.fr,https://www.blancmesnil.fr/vos-services/associations/maisons-de-quartier,,,,Mo-Fr 10:00-19:00,Mo-Fr 10:00-19:00,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",36,Centre Social Chemin Notre-Dame,Roch Mafouta,26 Mail Jeanne Fontaine,93150,Blanc-Mesnil,Mo-Fr 10:00-19:00,0149477079,roch.mafouta@blancmesnil.ifac.asso.fr,https://www.blancmesnil.fr/vos-services/associations/maisons-de-quartier,"1,2,3",,,,2,,CD93,32
Centre Social des Tilleuls,,,,,,,7 Square Maurice Audin 93150 Blanc-Mesnil,7,Square Maurice Audin,93150,93007,Le Blanc-Mesnil,93,Seine-Saint-Denis,Île-de-France,48.949375,2.452842,,,,0148142850,0148142850,,contact@maisondestilleuls.org,http://www.maisondestilleuls.org/,,,,Mo-Fr 08:30-17:15; Sa 09:00-11:45,Mo-Fr 08:30-17:15; Sa 09:00-11:45,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",37,Centre Social des Tilleuls,,7 Square Maurice Audin,93150,Blanc-Mesnil,Mo-Fr 08:30-17:15; Sa 09:00-11:45,0148142850,contact@maisondestilleuls.org,http://www.maisondestilleuls.org/,"1,2,3",,,,3,"319,321,335",CD93,33
L'accélérateur d'entreprises,,,,,,,22 avenue Albert Einstein 93150 Le Blanc-Mesnil,22,Avenue Albert Einstein,93150,93007,Le Blanc-Mesnil,93,Seine-Saint-Denis,Île-de-France,48.94401,2.472337,,,,0155811011,0155811011,,plie.cool@wanadoo.fr,https://www.ville-emploi.asso.fr/structureave/p-l-i-e-du-blanc-mesnil/,,,,"Mo-Th 09:00-12:30,14:30-17:30; Fr 09:00-12:30","Mo-Th 09:00-12:30,14:30-17:30; Fr 09:00-12:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",38,L'accélérateur d'entreprises,,22 avenue Albert Einstein,93150,Le Blanc-Mesnil,"Mo-Th 09:00-12:30,14:30-17:30; Fr 09:00-12:30",0155811011,plie.cool@wanadoo.fr,https://www.ville-emploi.asso.fr/structureave/p-l-i-e-du-blanc-mesnil/,"1,2",,,,3,"111,112,333,335",CD93,18
Maison de Quartier Jean Jaurès,,,,,,,2 bis avenue Jean Jaurès 93150 Blanc-Mesnil,2 bis,Avenue Jean Jaurès,93150,93007,Le Blanc-Mesnil,93,Seine-Saint-Denis,Île-de-France,48.924732,2.470625,,,,0148668986,0148668986,,,,,,,,,,,,,,,,,,,,,La recherche d'un emploi,39,Maison de Quartier Jean Jaurès,,2 bis avenue Jean Jaurès,93150,Blanc-Mesnil,,0148668986,,,1,,,,3,,CD93,22
Médiathèque Edouard Glissant,,,,,,,1 5 place de la Libération 93150 Blanc-Mesnil,,Place de la Libération,93150,93007,Le Blanc-Mesnil,93,Seine-Saint-Denis,Île-de-France,48.94413,2.465609,,,,0148142209,0148142209,,mediatheque.edouardglissant@ville-blanc-mesnil.fr,http://mediatheque.blancmesnil.fr/opacwebaloes/index.aspx,,,,"Tu,Fr 14:00-19:00; We,Sa 10:00-18:00","Tu,Fr 14:00-19:00; We,Sa 10:00-18:00",,,,,,,,,,,,,La recherche d'un emploi,40,Médiathèque Edouard Glissant,,1 5 place de la Libération,93150,Blanc-Mesnil,"Tu,Fr 14:00-19:00; We,Sa 10:00-18:00",0148142209,mediatheque.edouardglissant@ville-blanc-mesnil.fr,http://mediatheque.blancmesnil.fr/opacwebaloes/index.aspx,1,,,,3,"401,402,404,405,407",CD93,31
@Telier Numerique,,,,,,,36 rue de la République 93160 Noisy-le-Grand,36,Rue de la République,93160,93051,Noisy-le-Grand,93,Seine-Saint-Denis,Île-de-France,48.846261,2.553446,,,,0149311970,0149311970,,atelier@ville-noisylegrand.fr,http://mediathequegeorgeswolinski.fr/,,,,,,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",41,@Telier Numerique,,36 rue de la République,93160,Noisy-le-Grand,,0149311970,atelier@ville-noisylegrand.fr,http://mediathequegeorgeswolinski.fr/,"1,2,3",,,,3,"333,335,321,519",CD93,71
Pimms,,,,,,,11 Mail Federico Garcia Lorca 93160 Noisy-le-Grand,11,Mail Federico Garcia Lorca,93160,93051,Noisy-le-Grand,93,Seine-Saint-Denis,Île-de-France,48.839215,2.557562,,,,0143051889,0143051889,,noisy-le-grand@pimms.org,https://twitter.com/Pimmsnoisy,,,,"Mo,We 13:30-18:00; Tu,Th,Fr 09:00-12:00,13:30-18:00; Sa 09:00-12:00","Mo,We 13:30-18:00; Tu,Th,Fr 09:00-12:00,13:30-18:00; Sa 09:00-12:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",42,Pimms,,11 Mail Federico Garcia Lorca,93160,Noisy-le-Grand,"Mo,We 13:30-18:00; Tu,Th,Fr 09:00-12:00,13:30-18:00; Sa 09:00-12:00",0143051889,noisy-le-grand@pimms.org,https://twitter.com/Pimmsnoisy,"1,2",,,,2,"201,202,203,204,205,206,207,209,215,210",CD93,771
Centre de Quartier de la Fosse Aux Fraises,,,,,,,17 25 rue de la Capsulerie 93170 Bagnolet,25,Rue de la Capsulerie,93170,93006,Bagnolet,93,Seine-Saint-Denis,Île-de-France,48.864246,2.420296,,,,0143607701,0143607701,,centre.lafosseauxfraises@ville-bagnolet.fr,http://www.ville-bagnolet.fr/index.php/centre-de-quartier-de-la-fosse-aux-fraises.html,,,,"Mo-Fr 09:00-12:00,13:30-18:00; Sa 10:00-12:30,14:00-18:00","Mo-Fr 09:00-12:00,13:30-18:00; Sa 10:00-12:30,14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",43,Centre de Quartier de la Fosse Aux Fraises,,17 25 rue de la Capsulerie,93170,Bagnolet,"Mo-Fr 09:00-12:00,13:30-18:00; Sa 10:00-12:30,14:00-18:00",0143607701,centre.lafosseauxfraises@ville-bagnolet.fr,http://www.ville-bagnolet.fr/index.php/centre-de-quartier-de-la-fosse-aux-fraises.html,"1,2,3",,,,3,"333,401,404,407,408",CD93,17
Centre de Quartier des Coutures / Bibliothèque des Coutures,,,,,,,37 rue Jules Ferry 93170 Bagnolet,37,Rue Jules Ferry,93170,93006,Bagnolet,93,Seine-Saint-Denis,Île-de-France,48.857859,2.417372,,,,0141585540,0141585540,,coutures@ville-bagnolet.fr,http://www.ville-bagnolet.fr/index.php/centre-de-quartier-des-coutures.html,,,,"Mo-Fr 09:00-12:00,13:30-17:00","Mo-Fr 09:00-12:00,13:30-17:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",44,Centre de Quartier des Coutures / Bibliothèque des Coutures,,37 rue Jules Ferry,93170,Bagnolet,"Mo-Fr 09:00-12:00,13:30-17:00",0141585540,coutures@ville-bagnolet.fr,http://www.ville-bagnolet.fr/index.php/centre-de-quartier-des-coutures.html,"1,2,3",,,,3,333,CD93,7
Centre de Quartier Pablo Neruda,,,,,,,36 rue Pierre Et Marie Curie 93170 Bagnolet,36,Rue Pierre et Marie Curie,93170,93006,Bagnolet,93,Seine-Saint-Denis,Île-de-France,48.870692,2.424053,,,,0149936063,0149936063,,ctr-neruda@ville-bagnolet.fr,http://www.ville-bagnolet.fr/index.php/centre-de-quartier-pablo-neruda.html,,,,"Mo-Fr 10:00-12:00,14:00-18:00","Mo-Fr 10:00-12:00,14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",45,Centre de Quartier Pablo Neruda,,36 rue Pierre Et Marie Curie,93170,Bagnolet,"Mo-Fr 10:00-12:00,14:00-18:00",0149936063,ctr-neruda@ville-bagnolet.fr,http://www.ville-bagnolet.fr/index.php/centre-de-quartier-pablo-neruda.html,"1,2",,,,4,"333,401,404,407,408",CD93,10
Médiathèque de Bagnolet,,,,,,,1 rue Marceau 93170 Bagnolet,1,Rue Marceau,93170,93006,Bagnolet,93,Seine-Saint-Denis,Île-de-France,48.868088,2.417144,,,,0149936090,0149936090,,mediatheque@ville-bagnolet.fr,http://mediatheque.ville-bagnolet.fr,,,,"Tu,Fr 15:00-18:00; We,Sa 10:00-18:00; Th 13:00-18:00","Tu,Fr 15:00-18:00; We,Sa 10:00-18:00; Th 13:00-18:00",,,,,,,,,,,,,La recherche d'un emploi,46,Médiathèque de Bagnolet,,1 rue Marceau,93170,Bagnolet,"Tu,Fr 15:00-18:00; We,Sa 10:00-18:00; Th 13:00-18:00",0149936090,mediatheque@ville-bagnolet.fr,http://mediatheque.ville-bagnolet.fr,1,,,,3,"401,402,404,405,407",CD93,188
Foyer-Club Émile Guichard / Centre Médico-Social,,,,,,,40 rue Saint Claude 93190 Livry-Gargan,40,Rue Saint-claude,93190,93046,Livry-Gargan,93,Seine-Saint-Denis,Île-de-France,48.920772,2.545622,,,,0143888141,0143888141,,,https://www.livry-gargan.fr/seniors/vie-sociale/le-foyer-club-emile-guichard-et-les-animations-957.html,,,,,,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les déclarations en ligne (E-admin)",47,Foyer-Club Émile Guichard / Centre Médico-Social,Service Pôle séniors -Mairie,40 rue Saint Claude,93190,Livry-Gargan,,0143888141,,https://www.livry-gargan.fr/seniors/vie-sociale/le-foyer-club-emile-guichard-et-les-animations-957.html,"1,2,2",,,,2,607,CD93,190
Aile (Accès Internet En Libre Échange) Maison de la Vie Associative,,,,,,,111 rue Danielle Casanova 93200 Saint-Denis,111,Rue Danielle Casanova,93200,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.924186,2.36878,,,,0954984028,0954984028,,aile93200@gmail.com,http://ville-saint-denis.fr/annuaire/2?theme=100&search=,,,,"Mo-Fr 09:00-12:30,13:30-18:30, We 13:30-18:30, Th 09:30-20:00","Mo-Fr 09:00-12:30,13:30-18:30, We 13:30-18:30, Th 09:30-20:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",48,Aile (Accès Internet En Libre Échange) Maison de la Vie Associative,Mourad Latrech,111 rue Danielle Casanova,93200,Saint-Denis,"Mo-Fr 09:00-12:30,13:30-18:30, We 13:30-18:30, Th 09:30-20:00",0954984028,aile93200@gmail.com,http://ville-saint-denis.fr/annuaire/2?theme=100&search=,"1,2",,,,3,"110,111,114,115,203,204,205,206,208,209,212,333,335",CD93,100
Association Accion Artistica,,,,,,,1 Allée de l'isle Adam 93200 Saint-Denis,1,Allee de l'Isle Adam,93200,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.944263,2.3708,,,,0148239349,0148239349,,espaceneruda@free.fr,,,,,"Mo-Fr 09:00-12:00,14:00-18:00, Sa 09:00-12:00","Mo-Fr 09:00-12:00,14:00-18:00, Sa 09:00-12:00",,,,,,,,,,,,,"Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",49,Association Accion Artistica,,1 Allée de l'isle Adam,93200,Saint-Denis,"Mo-Fr 09:00-12:00,14:00-18:00, Sa 09:00-12:00",0148239349,espaceneruda@free.fr,,"2,3",,,,3,"333,335,321,519,203,205,209,401",CD93,84
Cyber Pleyel,,,,,,,9 place des Pianos 93200 Saint-Denis,9,Place des Pianos,93200,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.919803,2.343214,,,,0148094268,0148094268,,cyberpleyel@yahoo.fr,http://cyberpleyel.free.fr/,,,,"Mo-Fr 09:30-12:30,13:30-18:00; Sa 09:30-12:30,13:30-17:30","Mo-Fr 09:30-12:30,13:30-18:00; Sa 09:30-12:30,13:30-17:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",50,Cyber Pleyel,Amine Benhassine,9 place des Pianos,93200,Saint-Denis,"Mo-Fr 09:30-12:30,13:30-18:00; Sa 09:30-12:30,13:30-17:30",0148094268,cyberpleyel@yahoo.fr,http://cyberpleyel.free.fr/,"1,2",,,,1,"333,521,111,114",CD93,104
Cyber-Base Maison de la Jeunesse,,,,,,,12 place de la Résistance 93200 Saint-Denis,12,Place de la Resistance,93200,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.932652,2.354702,,,,0183722092,0183722092,,cyberbase.st-denis@gmail.com,http://ville-saint-denis.fr/maison-de-la-jeunesse,,,,"Mo-Sa 14:00-19:00; Tu 14:00-20:00; We,Fr 10:00-19:00","Mo-Sa 14:00-19:00; Tu 14:00-20:00; We,Fr 10:00-19:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",51,Cyber-Base Maison de la Jeunesse,,12 place de la Résistance,93200,Saint-Denis,"Mo-Sa 14:00-19:00; Tu 14:00-20:00; We,Fr 10:00-19:00",0183722092,cyberbase.st-denis@gmail.com,http://ville-saint-denis.fr/maison-de-la-jeunesse,"1,2",,,,4,"333,401,402,403,404,405,406,407",CD93,111
Emmaüs Connect (Connexions Solidaires),,,,,,,47 rue Jean Jaurès 93200 Saint-Denis,47,Rue Jean Jaures,93200,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.936165,2.361901,,,,0180059880,0180059880,,cssaintdenis@emmaus-connect.org,http://emmaus-connect.org/saint-denis/,,,,"Mo,Tu 10:00-12:00,13:00-15:00; We 14:00-16:00,18:30-20:00; Th 14:00-15:30; Fr 09:30-12:30","Mo,Tu 10:00-12:00,13:00-15:00; We 14:00-16:00,18:30-20:00; Th 14:00-15:30; Fr 09:30-12:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",52,Emmaüs Connect (Connexions Solidaires),Ines Gandon,47 rue Jean Jaurès,93200,Saint-Denis,"Mo,Tu 10:00-12:00,13:00-15:00; We 14:00-16:00,18:30-20:00; Th 14:00-15:30; Fr 09:30-12:30",0180059880,cssaintdenis@emmaus-connect.org,http://emmaus-connect.org/saint-denis/,"1,2",,,,3,,CD93,170
Maison de Quartier de la Plaine,,,,,,,5 Allée Saint Just 93200 Saint-Denis,,Allee St Just,93210,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.908336,2.358957,,,,0183722050,0183722050,,maisonquartier.plaine@ville-saint-denis.fr,http://ville-saint-denis.fr/maison-de-quartier-de-la-plaine,,,,"Mo-Fr 09:00-12:30,13:30-20:45; Sa 10:00-12:30,13:30-18:30","Mo-Fr 09:00-12:30,13:30-20:45; Sa 10:00-12:30,13:30-18:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",53,Maison de Quartier de la Plaine,,5 Allée Saint Just,93200,Saint-Denis,"Mo-Fr 09:00-12:30,13:30-20:45; Sa 10:00-12:30,13:30-18:30",0183722050,maisonquartier.plaine@ville-saint-denis.fr,http://ville-saint-denis.fr/maison-de-quartier-de-la-plaine,"1,2",,,,2,"209,203,205",CD93,102
Maison de Quartier Floréal Saussaie-Courtille,,,,,,,3 Promenade de la Basilique 93200 Saint-Denis,3,Promenade de la Basilique,93200,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.942939,2.38559,,,,0183722060,0183722060,,floreal.maison.quartier@ville-saint-denis.fr,http://ville-saint-denis.fr/maison-de-quartier-flor%C3%A9al-saussaie-courtille,,,,"Mo,Fr 09:00-12:00,13:30-20:30; Tu 09:00-12:00,13:30-21:30; We,Th 09:00-12:00,13:30-21:00; Sa 10:00-12:30,13:30-19:30","Mo,Fr 09:00-12:00,13:30-20:30; Tu 09:00-12:00,13:30-21:30; We,Th 09:00-12:00,13:30-21:00; Sa 10:00-12:30,13:30-19:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",54,Maison de Quartier Floréal Saussaie-Courtille,,3 Promenade de la Basilique,93200,Saint-Denis,"Mo,Fr 09:00-12:00,13:30-20:30; Tu 09:00-12:00,13:30-21:30; We,Th 09:00-12:00,13:30-21:00; Sa 10:00-12:30,13:30-19:30",0183722060,floreal.maison.quartier@ville-saint-denis.fr,http://ville-saint-denis.fr/maison-de-quartier-flor%C3%A9al-saussaie-courtille,"1,2,3",,,,3,333,CD93,119
Maison de Quartier Franc Moisin Bel Air,,,,,,,16 Cours du Rû de Montfort 93200 Saint-Denis,,Cours du Ru de Montfort,93200,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.927734,2.369726,,,,0183722243,0183722243,,francmoisin.belair.maisonquartier@ville-saint-denis.fr,http://ville-saint-denis.fr/maison-de-quartier-franc-moisin-bel-air-stade-de-france,,,,"Mo-Fr 09:00-12:30,13:30-17:30","Mo-Fr 09:00-12:30,13:30-17:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",55,Maison de Quartier Franc Moisin Bel Air,,16 Cours du Rû de Montfort,93200,Saint-Denis,"Mo-Fr 09:00-12:30,13:30-17:30",0183722243,francmoisin.belair.maisonquartier@ville-saint-denis.fr,http://ville-saint-denis.fr/maison-de-quartier-franc-moisin-bel-air-stade-de-france,"1,2",,,,2,"203,204,205,206,207,209",CD93,180
Maison de Quartier Romain Rolland,,,,,,,2 rue Henri Barbusse 93200 Saint-Denis,2,Rue Henri Barbusse,93200,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.937818,2.372064,,,,0149337020,0149337020,,maisonquartier.romainrolland@ville-saint-denis.fr,http://ville-saint-denis.fr/maison-de-quartier-romain-rolland,,,,"Mo-Fr 09:00-12:30,13:30-17:30","Mo-Fr 09:00-12:30,13:30-17:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",56,Maison de Quartier Romain Rolland,,2 rue Henri Barbusse,93200,Saint-Denis,"Mo-Fr 09:00-12:30,13:30-17:30",0149337020,maisonquartier.romainrolland@ville-saint-denis.fr,http://ville-saint-denis.fr/maison-de-quartier-romain-rolland,"1,2",,,,2,"203,204,205,206,207,209,214",CD93,181
Maison de Quartier Sémard,,,,,,,9 11 rue Emile Chrétien 93200 Saint-Denis,,Rue Emile Chretien,93200,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.948831,2.351829,,,,0183722250,0183722250,,maisonquartier.semard@ville-saint-denis.fr,http://ville-saint-denis.fr/maison-de-quartier-pierre-s%C3%A9mard,,,,"Mo-Fr 09:00-12:30,13:30-19:00","Mo-Fr 09:00-12:30,13:30-19:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",57,Maison de Quartier Sémard,,9 11 rue Emile Chrétien,93200,Saint-Denis,"Mo-Fr 09:00-12:30,13:30-19:00",0183722250,maisonquartier.semard@ville-saint-denis.fr,http://ville-saint-denis.fr/maison-de-quartier-pierre-s%C3%A9mard,"1,2",,,,3,"333,203,204,205,206,207,209,214",CD93,103
Médiathèque Aladin,,,,,,,2 rue Henri Barbusse 93200 Saint-Denis,2,Rue Henri Barbusse,93200,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.937818,2.372064,,,,0171863440,0171863440,,,http://www.mediatheques-plainecommune.fr/aladin,,,,"Tu,Fr 15:45-18:00; We 14:00-18:00","Tu,Fr 15:45-18:00; We 14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",58,Médiathèque Aladin,,2 rue Henri Barbusse,93200,Saint-Denis,"Tu,Fr 15:45-18:00; We 14:00-18:00",0171863440,,http://www.mediatheques-plainecommune.fr/aladin,"1,2",,,,3,"333,334,336",CD93,87
Médiathèque Don Quichotte,,,,,,,120 avenue du Président Wilson 93200 Saint-Denis,120,Avenue du Président Wilson,93210,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.908695,2.358652,,,,0155934870,0155934870,,,http://www.mediatheques-plainecommune.fr/don-quichotte,,,,"Tu 16:00-19:30; We,Fr 12:00-18:00; Sa 10:00-18:00","Tu 16:00-19:30; We,Fr 12:00-18:00; Sa 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",59,Médiathèque Don Quichotte,,120 avenue du Président Wilson,93200,Saint-Denis,"Tu 16:00-19:30; We,Fr 12:00-18:00; Sa 10:00-18:00",0155934870,,http://www.mediatheques-plainecommune.fr/don-quichotte,"1,2",,,,3,333,CD93,86
Médiathèque du Centre Ville,,,,,,,4 place de la Légion d'honneur 93200 Saint-Denis,,Place la Legion d'Honneur,93200,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.934644,2.357993,,,,0149339240,0149339240,,,http://www.mediatheques-plainecommune.fr/centre-ville,,,,Tu 15:30-19:30; We-Sa 10:00-18:00; Th 15:00-18:00,Tu 15:30-19:30; We-Sa 10:00-18:00; Th 15:00-18:00,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",60,Médiathèque du Centre Ville,,4 place de la Légion d'honneur,93200,Saint-Denis,Tu 15:30-19:30; We-Sa 10:00-18:00; Th 15:00-18:00,0149339240,,http://www.mediatheques-plainecommune.fr/centre-ville,"1,2",,,,2,"333,203,204,205,206,207,209,214",CD93,101
Médiathèque Gulliver,,,,,,,7 rue du Plouich 93200 Saint-Denis,7,Rue du Plouich,93200,93066,Saint-Denis,93,Seine-Saint-Denis,Île-de-France,48.943106,2.382168,,,,0149713660,0149713660,,,http://www.mediatheques-plainecommune.fr/gulliver,,,,"Tu 15:00-19:30; We,Sa 10:00-12:30,13:30-18:00; Fr 13:30-18:00","Tu 15:00-19:30; We,Sa 10:00-12:30,13:30-18:00; Fr 13:30-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",61,Médiathèque Gulliver,,7 rue du Plouich,93200,Saint-Denis,"Tu 15:00-19:30; We,Sa 10:00-12:30,13:30-18:00; Fr 13:30-18:00",0149713660,,http://www.mediatheques-plainecommune.fr/gulliver,"1,2",,,,3,"333,336",CD93,88
