Dernière MAJ;Lieu;Type Structure;Commune;Adresse postale;Email;Description;Libellé 1;Libellé 2;Proposition de permanence;Présence d'un médiateur;Site internet;Téléphone;Coord. X;Coord. Y;Pôle territorial;Intercommunalité;services;equipements
16/05/2019;Pépinière / Hôtel d’entreprises du Mascaret SERVICE EMPLOI DE LA CALI;Collectivité;Izon;230 Avenue d’Uchamp 33450 Izon;servicemploi@lacali.fr;"Le service emploi de La Cali apporte une aide de proximité aux demandeurs d’emploi, sur rendez-vous, en assurant une information et orientation personnalisée, en apportant des techniques de recherche d’emploi et en réalisant une mise en relation avec des employeurs. Ce service dispose d’un espace ressources : Internet, informatique, téléphone,    documentation… accessible sans rendez-vous.

Tout public demandeur d’emploi résidant sur La Cali
Accès libre, Sur inscription pour les ateliers et aide individuelle

Accès PMR";Pépinière SERVICE EMPLOI DE LA CALI;;Non;Non;@;05.57.23.21.46;44,9134901;-0,3550069;Libournais;CA du Libournais;Pratiquer des activités récréatives numériques;Imprimante multi-fonctions / Ordinateur / Téléphone
18/11/2019;PIMMS Point Information Médiation Multi Services de Bordeaux;Association;Bordeaux;213 bis cours de la Marne - 33000 BORDEAUX;bordeaux@pimms.org;;PIMMS de Bordeaux;;Non;Oui;https://fr-fr.facebook.com/pages/category/Nonprofit-Organization/PIMMS-de-Bordeaux-1435073096755036/;05 56 85 85 45;44,827647;-0,558792;Bordeaux;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Accès Internet / Ordinateur / Scanner
05/06/2019;Plateforme des services au public de la ville de Pessac;Collectivité;Pessac;1 rue de l’Horloge 33600 PESSAC;plateforme@mairie-pessac.fr;La Plateforme des services au public, Maison du droit et de la médiation, est un service de la Ville de Pessac d’accès au droit, d’aide aux démarches juridiques et administratives.;Plateforme des services au public;;Oui;Oui;https://www.pessac.fr/au-quotidien/solidarite/la-plateforme-des-services-au-public-400.html;05 56 15 25 60;44,79117;-0,632717;Graves;Bordeaux Métropole;Etre accompagné dans ses démarches administratives;
16/05/2019;Point Accueil Jeunes Bois Fleuri - Lormont;Association;Lormont;3 Allée du Vercors - 33310 LORMONT;bois.fleuri.cgcvl@gmail.com;;Point Accueil Jeunes Bois Fleuri - Lormont;;Non;Oui;;0557330569;44,8755;-0,520130999999992;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Imprimante / Ordinateur / Scanner
07/05/2019;Point Animation Carriet;Association;Lormont;Avenue des Glaïeuls - 33310 LORMONT;mairie@ville-lormont.fr;;Point Animation Carriet;;Non;Oui;https://www.lormont.fr//temps-libre/sport/equipements-sportifs-425/point-animation-carriet-308.html;05 56 74 67 30;44,88491;-0,524321;Hauts de Garonne;Bordeaux Métropole;Etre initié aux outils numériques;
15/05/2019;Point d'accueil CAF Libourne;CAF;Libourne;11 allées Robert Boulin  33500 Libourne;@;"Ce lieu offre un accueil sur rendez-vous par des gestionnaires conseil de la CAF et un espace Multi Services en libre accès.

Accès PMR
Libre accès, tout public";Point d'accueil CAF - Libourne;;Non;Non;https://www.caf.fr/;0810 25 33 10;44,917802;-0,2411168;Libournais;CA du Libournais;Accès à Internet en autonomie;Ordinateur
13/05/2019;Point Information Jeunes Biganos;Collectivité;Biganos;10 rue Georges Clémenceau - 33380 BIGANOS;pij@villedebiganos.fr;"Le Point d’Information Jeunesse propose un accueil personnalisé, un accès libre et gratuit à un point cyber, des guides pratiques, un espace d’information sur la santé, une aide aux projets jeunes, un fond documentaire sur les métiers et diverses formations.
Mais aussi, des permanences avec des partenaires locaux";Point Information Jeunes Biganos;;Oui;Oui;http://www.villedebiganos.fr/;05 57 70 17 54;44,642905;-0,977969;Bassin;CA du Bassin d'Arcachon Nord;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Accès Internet / Ordinateur
15/05/2019;Point Information Jeunes IZON;Collectivité;Izon;24 Avenue des Anciens Combattants - 33450 IZON;ejizon@lacali.fr;espace numérique, espace convivial, projections, jeux de société, babyfoot, jeux vidéo...  source d'information et de documentation sur les loisirs, les bourses, les aides financières aux projets et vacances, les formations;Point Information Jeunes IZON;;Non;Non;http://www.izon.fr/9-jeunesse.html;05 57 74 76 26;44,920912;-0,367043;Libournais;CA du Libournais;;
14/05/2019;Point Information Jeunes LEGE CAP FERRET;Collectivité;Lège-Cap-Ferret;70 avenue de la mairie - 33950 LEGE CAP FERRET;pij@legecapferret.fr;Le Point Information Jeunes de Lège Cap Ferret  propose un ensemble de services et de prestations en faveur de ses publics et publie des documents répondant aux demandes des jeunes;Point Information Jeunes LEGE CAP FERRET;;Non;Non;http://www.ville-lege-capferret.fr/module-pagesetter-viewpub-tid-2-pid-29.html;05 56 03 80 54;44,793163;-1,146753;Bassin;CA du Bassin d'Arcachon Nord;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;
14/05/2019;Point Information Jeunes MIOS;Collectivité;Mios;1 allée de la plage - 33380 MIOS;pij@villemios.fr;;Point Information Jeunes MIOS;;Non;Non;http://blog.info-jeune.net/mios/a-propos/;05 56 26 63 30;44,605109;-0,94191;Bassin;CA du Bassin d'Arcachon Nord;;
06/05/2019;Point Information Jeunes St Ciers sur Gironde;Collectivité;Saint-Ciers-sur-Gironde;Place du 8 mai 1945 - 33820 ST CIERS SUR GIRONDE; bij.st-ciers.benoit@wanadoo.fr  ;"lieux d’éducation, d’information, de découverte et d’apprentissage des nouveaux outils de création et de communication multimédias
création de lien social, développement de la culture numérique";Point Information Jeunes St Ciers sur Gironde;;Non;Oui;https://www.saint-ciers-sur-gironde.com/PIJ-PAJ-POINT-CYB_a36.html;05 57 32 89 77;45,290735;-0,610313;Haute Gironde;CC de l'Estuaire;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Accès Internet / Ordinateur
14/05/2019;Point Information Jeunes ST JEAN D ILLAC;Collectivité;Saint-Jean-d'Illac;390 Avenue du Las - 33127 ST JEAN D ILLAC;espace.jeunes@mairie-stjeandillac.fr;"L’Espace Jeunes est un lieu d’information labellisé I.J. (Information Jeunesse). Il dispose d’un important fonds documentaire concernant la formation, l’orientation scolaire, les métiers, la santé et la vie pratique.
La salle de l’Information Jeunesse est un lieu privilégié pour les jeunes dans leurs recherches d’emploi. Le jeune de moins de 26 ans dispose de documents d’informations, d’affichages, d’annonces et de moyens techniques pour l’aider.
La salle informatique lui permet de rédiger un C.V (aidé par l'animatrice de l’I.J. de l’Espace Jeunes) et de faire des recherches liées à l'emploi, sur internet.
La salle informatique avec photocopieuse et scanner est accessible à tous les demandeurs d’emploi Illacais, sans aucun critère d’âge.";Point Information Jeunes ST JEAN D ILLAC;;Non;Oui;http://www.mairie-stjeandillac.fr/index.php/2013-02-07-16-24-54/jeunesse;05 56 21 83 19;44,809586;-0,784323;Porte du Médoc;CC Jalle-Eau-Bourde;Etre accompagné dans ses démarches administratives;Ordinateur
14/05/2019;Point Information Jeunes VILLENAVE D ORNON;Collectivité;Villenave-d'Ornon;31 avenue du Maréchal Foch - 33140 VILLENAVE D ORNON;service.pij-bourg@mairie-villenavedornon.fr;;Point Information Jeunes VILLENAVE D ORNON;;Non;Non;http://www.facebook.com/pijvillenave;05 57 99 01 10;44,770785;-0,561797;Graves;Bordeaux Métropole;Etre accompagné dans ses démarches administratives;Ordinateur
06/05/2019;Point rencontre information jeunesse de Blaye;Collectivité;Blaye;Rue du docteur Boutin - 33390 BLAYE;contact@prij-blaye.com;apporter aux jeunes de 16 à 25 ans le soutien dont ils ont besoin : activités de loisir, sorties culturelles ou sportives, conseils, prévention, informations métier…;PRIJ Blaye;;Oui;Oui;@;05 57 42 95 45;45,124162;-0,658318;Haute Gironde;CC de Blaye;Accès à Internet en autonomie / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Accès Internet / Ordinateur
14/05/2019;Point Rencontre Jeunes LA REOLE;Collectivité;La Réole;Rue des jacobins - 33190 LA REOLE;prj.lareole@reolaisensudgironde.fr;;Point Rencontre Jeunes LA REOLE;;Non;Non;;05 56 71 87 86;44,582258;-0,035332;Sud Gironde;CC du Réolais en Sud Gironde;;
06/05/2019;Pôle de l'Aiguillonne (CCAS, PIJ );Collectivité;Lacanau;Pôle de l'Aiguillonne - 33680 LACANAU;pole.aiguillonne@mairie-lacanau.fr;;Pôle de l'Aiguillonne (CCAS, PIJ );;Non;Oui;http://www.mairie-lacanau.fr/temps-libre/associations/500-le-pole-de-l-aiguillonne.html;05 57 17 92 70;44,976526;-1,076424;Médoc;CC Médoc Atlantique;Accès à Internet en autonomie;Accès Internet / Imprimante multi-fonctions / Ordinateur
06/05/2019;Pole Emploi Blaye;Collectivité;Blaye;14 rue Adélaïde Hautval - 33390 BLAYE;;"recherche d’emploi/orientation professionnelle/formation

Lundi au mercredi 8h30 12h30 accès libre / 12h30 16h30 sur RDV
Jeudi 8h30 12h30 accès libre
Vendredi 8h30 12h30 accès libre / 12h30 15h30 sur RDV";Pole Emploi Blaye;;Non;Oui;;39 49;45,1277;-0,6537929;Haute Gironde;CC de Blaye;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Accès Internet / Ordinateur
15/05/2019;Pôle Emploi Libourne;Pôle Emploi;Libourne;33, chemin du Casse 33500 LIBOURNE;ape.33041@pole-emploi.fr;"Pôle emploi, opérateur du service public de l’emploi, assure l’inscription, l’indemnisation, l’accompagnement des demandeurs d’emploi et l’aide au recrutement des entreprises.

Pour toute personne demandeur d’emploi qui habite dans les territoires de La Cali, CDC du Grand St Emilionnais, CDC Castillon Pujols, CDC du Fronsadais et CDC du Pays Foyen.

Accès PMR

Accès libre tous les matins du lundi au vendredi de 8H30 à 12H30.
Les après-midi du lundi au vendredi sont réservés aux entretiens sur rendez-vous.
L’agence est fermée au public le jeudi après-midi.


Sur convocation pour les ateliers collectifs (renseignement en agence, par mail auprès de votre conseiller référent ou au 3949).";Pôle Emploi - Libourne;;Non;Non;http://www.pole-emploi.fr;3949;44,9180236;-0,2223703;Libournais;CA du Libournais;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Pratiquer des activités récréatives numériques;Ordinateur
14/05/2019;Relais Espace Emploi SAINT-ANDRE-DE-CUBZAC;Association;Saint-André-de-Cubzac;83, rue Dantagnan - 33240 SAINT-ANDRE-DE-CUBZAC;accueil@relaisemploi33.fr;Relais pour l'Emploi aide les demandeurs d’emploi dans leurs démarches (ateliers, conseils techniques, ciblage des entreprises du territoire, annuaires d’entreprises…).;Relais Espace Emploi SAINT-ANDRE-DE-CUBZAC;;Non;Oui;http://www.saintandredecubzac.fr/associations/item/40-associations_relais;05 57 43 55 72;44,9941;-0,44111799999996;Haute Gironde;CC du Grand Cubzaguais;Etre accompagné dans ses démarches administratives;
14/05/2019;Service jeunesse de BRUGES au Forum des Associations;Collectivité;Bruges;68 avenue de Verdun;e-bij@mairie-bruges.fr;;Service jeunesse de BRUGES au Forum des Associations;;Non;Non;;;44,884373;-0,618805;Porte du Médoc;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Imprimante / Ordinateur
18/11/2019;Service Social de Marcheprime;Collectivité;Marcheprime;2 rue Jacques Blieck - 33380 MARCHEPRIME;ccas@ville-marcheprime.fr;CCAS, PIJ, Point info CAF, service emploi;Service Social de Marcheprime;;Non;Non;https://www.ville-marcheprime.fr/ccas-presentation;05 57 71 50 80;44,692021;-0,853534;Bassin;CA du Bassin d'Arcachon Nord;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Accès Internet / Imprimante / Ordinateur / Photocopieuse / Scanner
06/01/2020;SESAME Espace de Médiation Numérique;Collectivité;Bordeaux;13 place Canteloup - 33000 BORDEAUX;sesame@bordeaux-metropole.fr;"L’espace de médiation numérique propose :
•	De fournir ponctuellement des moyens d’accès à Internet et d’utilisation de logiciels 
•	D’accompagner le grand public dans l’acquisition de compétences informatique de base
•	De conseiller sur les usages et bonnes pratiques du numérique
•	D’accompagner à une utilisation raisonnée et responsable d’Internet
Pour tout public à partir de 18 ans, toutes provenances.
Accès libre sur inscription et présentation de la carte Bibliothèque de Bordeaux";SESAME Espace de Médiation Numérique;;Non;Oui;https://www.bordeaux.fr;05 56 10 26 13;44,8338;-0,565764;Bordeaux;Bordeaux Métropole;Accès à Internet en autonomie / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Accès Internet / Imprimante / Imprimante multi-fonctions / Ordinateur / Scanner / Tablette
14/05/2019;Splendid coworking LANGOIRAN;Association;Langoiran;Avenue Michel Picon - 33550 LANGOIRAN;bienvenue@splendidcoworking.fr;;Splendid coworking LANGOIRAN;;Non;Non;http://www.splendidcoworking.fr/;05 56 86 08 36;44,70919688;-0,400921171;Hauts de Garonne;CC des Portes de l'Entre-Deux-Mers;;
05/06/2019;Unisphères;Association;Cenon;Château de Palmer  Rue Aristide Briand  33150 Cenon;contact@unispheres.fr;UNISPHÈRES est une association Bordelaise de médiation culturelle et artistique, qui met en place un programme d’actions en associant des artistes, des enseignants, des professionnels reconnus et compétents ainsi que des amateurs venant partager leurs savoirs et savoir-faire avec les membres du réseau collaboratif UNISPHÈRES.;Unisphères;;Non;Non;https://unispheres.fr;+ 33622332142;44,859223;-0,523998;Hauts de Garonne;Bordeaux Métropole;Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;
