"ID Exporter les données","Exporter les données","Horodateur","Nom SP","Statut","EPN","Nature","Ouverture","Mail SP","Adresse SP","CP","Commune","Tél SP","Site SP","Accès équipement","Type équipement","Fixe mobile équipement","Lieu mobilité équipement","Conditions accès équipement","Coût accès équipement","Horaires équipement","Médnum","Compétences médnum","Fixe mobile médnum","Lieu mobilité médnum","Conditions accès médnum","Accompagnement médnum","Coût accès médnum","Fréquence médnum","Horaires médnum","Démarches","Démarches spécifiques","Type démarches","Fixe mobile démarches","Lieu mobilité démarches","Conditions accès démarches","Accompagnement démarches","Coût accès démarches","Fréquence démarches","Horaires démarches","Stockage","Coût stockage","vente matériel","typé vente matériel","connaissance aptic","intéréssée aptic","connaissance picto","intéréssée picto","Publics spécifiques","Publics","Territoire","Quel territoire","PMR","Transports en commun","Collaboration","Autres structures partenaires","Autres offres","chéques APTIC","LIEN PICTO aptic","LIEN PICTO ACCES","PICTO","Latitude","Longitude"
"52","Communauté de Communes Sud-Artois/Espace numérique Bertincourt","2018","Communauté de Communes Sud-Artois/Espace numérique Bertincourt","Public","Non","Administration - Collectivité territoriale","Ateliers sur réservation et accès libre","","Chemin du Petit Prince","62124","Bertincourt","","http://www.cc-sudartois.fr/","Non","","","","","","","Oui","Accompagnement des publics à l'informatique dans des lieux dédiés via des ateliers. Objectif : rendre autonome.","Dans un lieu d'accueil fixe","","Accès libre et inscription","En groupe","Gratuit","","","Oui","","Accompagnement aux démarches informatiques","Dans un lieu d'accueil fixe","","Accès libre et inscription","En groupe","Gratuit","","","Non","","Non","","","","","","Oui","Tout public (séniors, jeunes, demandeurs d'emplois)","","","Oui","","","","","","","https://pictoaccess.fr/widgets/poi?uid=bc6bc3ed-1e0c-4126-a88b-aeb46701828c","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto23.png","50,088453","2,980876"
"53","Communauté de Communes Sud-Artois/Espace numérique Bucquoy","2018","Communauté de Communes Sud-Artois/Espace numérique Bucquoy","Public","Non","Administration - Collectivité territoriale","Ateliers sur réservation et accès libre","","17 Rue Dierville","62116","Bucquoy","","http://www.cc-sudartois.fr/","Non","","","","","","","Oui","Accompagnement des publics à l'informatique dans des lieux dédiés via des ateliers. Objectif : rendre autonome.","Dans un lieu d'accueil fixe","","Accès libre et inscription","En groupe","Gratuit","","","Oui","","Accompagnement aux démarches informatiques","Dans un lieu d'accueil fixe","","Accès libre et inscription","En groupe","Gratuit","","","Non","","Non","","","","","","Oui","Tout public (séniors, jeunes, demandeurs d'emplois)","","","Oui","","","","","","","https://pictoaccess.fr/widgets/poi?uid=ff7d61f4-17f8-4006-8215-231905e198e5","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto23.png","50,139998","2,709476"
"54","Communauté de Communes Sud-Artois/Espace numérique Croisilles","2018","Communauté de Communes Sud-Artois/Espace numérique Croisilles","Public","Non","Administration - Collectivité territoriale","Ateliers sur réservation et accès libre","","7 rue de Saint-Léger","62128","Croisilles","","http://www.cc-sudartois.fr/","Non","","","","","","","Oui","Accompagnement des publics à l'informatique dans des lieux dédiés via des ateliers. Objectif : rendre autonome.","Dans un lieu d'accueil fixe","","Accès libre et inscription","En groupe","Gratuit","","","Oui","","Accompagnement aux démarches informatiques","Dans un lieu d'accueil fixe","","Accès libre et inscription","En groupe","Gratuit","","","Non","","Non","","","","","","Oui","Tout public (séniors, jeunes, demandeurs d'emplois)","","","Oui","","","","","","","https://pictoaccess.fr/widgets/poi?uid=c4097fed-b07d-4e3b-89cb-cc1ab68dba8c","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto23.png","50,198819","2,87791"
"55","Communauté de Communes Sud-Artois/Espace numérique Vaulx-Vraucourt","2018","Communauté de Communes Sud-Artois/Espace numérique Vaulx-Vraucourt","Public","Non","Administration - Collectivité territoriale","Ateliers sur réservation et accès libre","","1 Rue de Lagincourt","62159","Vaulx-Vraucourt","","http://www.cc-sudartois.fr/","Non","","","","","","","Oui","Accompagnement des publics à l'informatique dans des lieux dédiés via des ateliers. Objectif : rendre autonome.","Dans un lieu d'accueil fixe","","Accès libre et inscription","En groupe","Gratuit","","","Oui","","Accompagnement aux démarches informatiques","Dans un lieu d'accueil fixe","","Accès libre et inscription","En groupe","Gratuit","","","Non","","Non","","","","","","Oui","Tout public (séniors, jeunes, demandeurs d'emplois)","","","Non","","","","","","","https://pictoaccess.fr/widgets/poi?uid=4e7ea318-497e-4383-8e5b-3837b0104134","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto23.png","50,14852","2,912223"
"56","Communauté de Communes Sud-Artois/Espace numérique Achiet-le-Grand","2018","Communauté de Communes Sud-Artois/Espace numérique Achiet-le-Grand","Public","Non","Administration - Collectivité territoriale","","","5 rue Neuve","62450","Bapaume","03 21 59 17 17","","Non","","","","","","","Oui","Sites web communaux interconnectés","","","","","Gratuit","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","","","","","","","","https://pictoaccess.fr/widgets/poi?uid=a5f3fd2b-8c5b-40a3-8a58-24e5e5480c41","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","50,130909","2,783111"
"57","Département de l'Oise","2018","Département de l'Oise","Public","Non","Administration - Collectivité territoriale","","","1 Rue Cambry","60000","Beauvais","06 71 92 27 46","http://www.oise.fr","Oui","Equipé d'ordinateurs connectés à Internet, le bus va à la rencontre des personnes sur l'ensemble des communes du canton de Beauvais.","Dans un lieu d'accueil mobile","Communes du canton de Beauvais.","Accès libre","Gratuit","","Oui","Des agents d'accueil et des professionnels sont à bord pour les accueillir et leur faciliter l'accès à l'aide à l'insertion, la formation, l'emploi mais aussi à l'Information et la documentation.","","","","Personnalisé","","","","Oui","","Aide aux démarches","","","","Personnalisé","","","","Non","","Non","","","","","","","Demandeurs d'emploi","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,439321","2,072159"
"58","Club POM Informatique","2018","Club POM Informatique","Privé","Non","Association","Lundi : 17:00-19:00","jeanluc.lebuzullier@orange.fr","1 rue Théophile Gautier","02100","Saint-Quentin","03 23 08 61 03","http://clubpom.free.fr/","Non","","","","","","","Oui","Ateliers thématiques d'initiation pour les débutants en informatique suivant un calendrier consultable sur le site internet. Thématiques prédéfinies par séance.","","","Accès libre","En groupe","Environ 40€ à l'année","","","Non","","","","","","","","","","Non","","Non","","","","","","","Membres du club","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","49,852742","3,280367"
"61","Centre Social de Bailleul","2018","Centre Social de Bailleul","Public","Non","Centre social","Lundi : 09:30-11:30","","Rue Paul Perrier","59270","Bailleul","03 28 42 25 80","","Non","","","","","","","Oui","Senior.com : atelier d'initiation à l'informatique dédié aux séniors. Il s'agit d'acquérir les bases de l'outil, apprendre à faire ses démarches en ligne ou encore savoir profiter des opportunités d’Internet.","","","Sur inscription","En groupe","Payant - Il faut prévoir un forfait en plus de l'adhésion.","","","Non","","","","","","","","","","Non","","Non","","","","","","","Adhérents de 55 à 75 ans","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","50,7382","2,73915"
"62","Pause-Café Solidaire (en partenariat avec la Médiathèque du Vieux Lille)","2018","Pause-Café Solidaire (en partenariat avec la Médiathèque du Vieux Lille)","Privé","Non","Bibliothèque - Médiathèque","Mardi : 14:00-16:00","pause-cafe.solidaire@voila.fr","25/27 place de Louise de Bettignies","59000","Lille","","","Non","","","","","","","Oui","Accompagnement individuel et personnalisé.","","","Accès libre","Personnalisé","Gratuit","Créneau différent pendant les vacances scolaires","","Oui","Accompagnement individuel et personnalisé.","","","","Accès libre","","Gratuit","Créneau différent pendant les vacances scolaires","","Non","","Non","","","","","","","Tout public","","","Non","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto23.png","50,640948","3,064944"
"65","CAF Somme","2018","CAF Somme","Privé","Non","Organisme de sécurité sociale (CAF, CPAM, CARSAT, MSA...)","","","2 Rue Emile Zola","80300","Albert","0 810 25 80 10","http://www.caf.fr","Oui","Ordinateurs disponibles dans les locaux de la CAF pour les démarches en ligne","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","La CAF Somme propose aux familles allocataires avec un quotient familial inférieur à 800 de bénéficier d'un prêt à taux 0 pour acheter du matériel informatique.","","","Sur rendez-vous","Personnalisé","","","","Oui","","Accompagnement aux démarches en ligne CAF","","","Accès libre","Individuel","Gratuit","","","Non","","Non","","","","","","","Allocataires CAF","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","50,00464","2,64535"
"70","CAF Somme","2018","CAF Somme","Privé","Non","Organisme de sécurité sociale (CAF, CPAM, CARSAT, MSA...)","","","Quai Du Pont Neuf","80100","Abbeville","0 810 25 80 10","http://www.caf.fr","Oui","Ordinateurs disponibles dans les locaux de la CAF pour les démarches en ligne","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","La CAF Somme propose aux familles allocataires avec un quotient familial inférieur à 800 de bénéficier d'un prêt à taux 0 pour acheter du matériel informatique.","","","Sur rendez-vous","Personnalisé","","","","Oui","","Accompagnement aux démarches en ligne CAF","","","Accès libre","Individuel","Gratuit","","","Non","","Oui","matériel informatique","","","","","","Familles allocataires avec quotient familial (QF) inférieur à 800","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","50,106284","1,828669"
"73","AFAD du Douaisis","2018","AFAD du Douaisis","Privé","Non","Association","","afad.douaisis@orange.fr","386 Rue d'Arras","59501","Douai","","https://sites.google.com/site/afaddouaisis/","Non","","","","","","","Oui","Atelier de  Formation à l'apprentissage de l'informatique (F.A.I.R.E)  - L'AFAD du Douaisis propose une formation pour sensibiliser et informer autour de l'usage des sites institutionnels (CAF, Pôle Emploi, Ameli…).","Dans un lieu d'accueil fixe","","Sur inscription","4 groupes de 10 personnes sont prévus dans l'année sur l'arrondissement de Douai. Un groupe a une durée de 3/4 semaines. Les séances durent 3h (sauf la séance 1 et la séance 2).","Gratuit","","","Non","","","","","","","","","","Non","","Oui","Il est proposé aux participants d'obtenir un ordinateur pour 10€ (plus 5€ pour une clé wifi) qui est installé à domicile.","","","","","","Allocataires du RSA dépourvus de l'outil informatique","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","50,369267","3,073949"
"74","Perspectives","2018","Perspectives","Privé","Non","Association","Du lundi au vendredi : 09:00-12:00 et 14:00-18:00","Cyberperspectives59@gmail.com","18 Boulevard de Metz, Entrée 18 Porte 2","59000","Lille","03 20 44 79 81","","Oui","L'association dispose d'un cyber centre d'une dizaine d'ordinateurs.","Dans un lieu d'accueil fixe","","Rendez-vous préférable","Gratuit","","Oui","Possibilité de suivre une formation en groupe sur plusieurs semaines selon les demandes","","","Rendez-vous préférable","Accompagnement individuel et personnalisé","Gratuit","","","Non","","","","","","","","","","Non","","Non","","","","","","","Adhérents","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,643324","3,001408"
"83","MSAP de Rue","25/3/2020","MSAP de Rue","Public","Oui","Maison de Service au Public (MSAP)","du lundi au vendredi 8h30 - 12h00 / 14h00 - 17h30","msap@ponthieu-marquenterre.fr","33 bis route du Crotoy BP 40038","80120","RUE","0322318416","","Oui","Poste informatique connecté à internet, Scanner, Imprimante","Dans un lieu d'accueil fixe","","Libre","gratuit","Aux horaires d'ouverture de la structure","Non","","","","","","","","","Oui","Non, nous accompagnons tous types de démarches","Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Fiscalité (Impôts...), Justice (Dépôt de plainte, casier judiciaire...), Logement (Allocations logement, permis de construire, fin de bail...), Transports (Carte grise, permis de conduire...)","Dans un lieu d'accueil fixe","","Libre, Sur réservation, inscription ou prise de rendez-vous","Individuel","Gratuitement","Quotidienne","Aux horaires d'ouverture de la structure","Non","","Non","","","","Non","","Oui","","","","Oui","","Oui","CAF POLE EMPLOI MSA MDPH DEPARTEMENT","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","50,273467","1,667944"
"86","Centre National de la Fonction Publique Territoriale (CNFPT)","2018","Centre National de la Fonction Publique Territoriale (CNFPT)","Public","Non","Organisme de formations","","serge.valentin@cnfpt.fr","15 rue de Bavay","59800","Lille","03 20 15 69 69","http://www.cnfpt.fr/trouver-formation/detail/h-5ub6-P-1d7f43g-1e9vt7g","Non","","","","","","","Oui","Formation professionnelle  L'inclusion numérique : entre accès aux droits et risques de fracture  : Stage articulant pratique et théorie visant à comprendre les enjeux liés au renforcement du numérique dans la société. Il développe une approche critique de ses usages et concourt à identifier les différents modes d'appropriation du numérique afin de développer des actions en faveur de l'inclusion numérique au sein de sa collectivité.     - Stage articulant pratique et théorie visant à comprendre les enjeux liés au renforcement du numérique dans la société. Il développe une approche critique de ses usages et concourt à identifier les différents modes d'appropriation du numérique afin de développer des actions en faveur de l'inclusion numérique au sein de sa collectivité.     - Stage professionnel de découverte de l'outil informatique et numérique : l'environnement informatique et numérique, les bases de la navigation sur le web, les bases de la messagerie, les bases du traitement de texte et du tableur     - Stage professionnel de découverte de l'outil informatique et numérique : Ce stage forme à l'utilisation des techniques et technologies de l'Information et de la communication numérique. Il permet de savoir utiliser les fonctionnalités simples des outils bureautiques et numériques, saisir et mettre en forme un texte, un tableau avec calculs simples, utiliser une messagerie électronique, se repérer dans l'environnement internet et recherche sur le Web. L'agent peut obtenir, à sa demande, une certification « Passeport Internet et Multimédia » (PIM).","","","Sur inscription","En groupe","Gratuit","Durée de la formation : jusqu'à 4 jours - en présentiel (principalement) et en distanciel (une demi-journée)","","Non","","","","","","","","","","Non","","Non","","","","","","","Cadres des régions, départements, intercommunalités, villes et CCAS impliqués dans la lutte contre les exclusions","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","50,626533","3,081626"
"92","Maison de quartier Faubourg de Béthune","2018","Maison de quartier Faubourg de Béthune","Privé","Non","Maison de quartier","Horaires variables. Voir le programme.","cyberespace@association-projet.org","65, rue Saint-Bernard","59000","Lille","03 20 54 60 80","http://www.association-projet.org/activites/secteurs/adultes-famille-seniors.html","Oui","Ordinateurs avec internet","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Ateliers de formation à l'outil informatique et numérique : cours d'informatique, usage des réseaux sociaux, ateliers créatifs (multimédia), configuration et utilisation de téléphone ou tablette.","Dans un lieu d'accueil fixe","","Adhérents du centre social - sur inscription","Collectif","Gratuit","","","Oui","","Une aide peut également être apportée pour réaliser les démarches en ligne, création d'adresse mail ou autres besoins.","Dans un lieu d'accueil fixe","","Adhérents du centre social - sur inscription","Collectif","Gratuit","","","Non","","Non","","","","","","","Adhérents du centre social","","","","","","","","","","https://pictoaccess.fr/widgets/poi?uid=481391d0-e267-49d6-9008-b39605ade26f","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","50,619524","3,04356"
